title,author,date,doi,ab
The impact of leadership on participation and trust in virtual teams,Kimberly Furumo,"May 2012,",https://doi.org/10.1145/2214091.2214125,"As business continues to be conducted internationally, managers are expected to work in multinational environments and move from country to country (Early and Peterson 2004). Technology, globalization and travel costs have all caused organizations to rely more heavily on virtual teams (dePillis and Furumo 2007). The use of virtual teams has been used extensively for IT projects and particularly software development. In this research-in-progress study, three leadership conditions were analyzed. Preliminary results show that virtual teams led by Supportive leaders had higher levels of participation and trust among members than teams led by Commanding leaders."
A mixed bag: how work and retirement influence older adults' ICT use,Johanna L.H. Birkland,"May 2012,",https://doi.org/10.1145/2214091.2214126,"Many societies are aging, while Information and Communication Technologies (ICTs) use is increasingly being required by governments and workplaces. However, little is known about ICT use by older adults. This research-in-progress paper outlines a case study methodology which seeks to examine the domestication of ICTs by older adults in their everyday lives. Preliminary results suggest that work is an important context that influences ICT introduction, use, and meanings."
Session details: Global and cultural aspects of the IT workforce,Gaetan Mourmant,May 2012,https://doi.org/10.1145/3259236,
Examining the influence of cultural values on the post-adoptive use of knowledge management systems,Stefan Tams,"May 2012,",https://doi.org/10.1145/2214091.2214128,"This research-in-progress examines culture's consequences on routine knowledge sharing behavior. It employs two complementary cross-cultural theories to develop an integrative model of culture and habitual system use in the context of knowledge management. More specifically, using the Theory of Basic Human Values and the Theory of IT-Culture Conflict, we posit that such cultural values as an emphasis on active mastery and change of the environment may, under certain conditions, lead to habitual knowledge management system use for knowledge sharing. In carefully selecting and integrating these two theories, this study overcomes major methodological problems inherent in much prior cross-cultural IS scholarship. We propose a quantitative methodology to test the model and discuss why structural equation modeling is the best-fitting data-analytic technique for quantitative cross-cultural IS research."
Research in progress: fun versus productivity and intentions to use ICT's in Bolivia.,Indira R. Guzman,"May 2012,",https://doi.org/10.1145/2214091.2214129,"Despite decades of studies on the use of information and communication technologies (ICT's) and almost as many decades of research on national cultural variables around the world, the people of Bolivia may be among the least studied on both counts. This research in progress provides a brief overview of our research that seeks to begin closing this gap. This study applies the technology acceptance model and individual espoused cultural values using a societal sample of 1129 Bolivian respondents seeking to understand how computers and Internet are being accepted by users in a country where many conditions of ICT development such as infrastructure, electronic commerce or electronic government have been only moderately established."
Exploring the role of mentoring in the IS profession: a cross-national comparison,Monica Adya,"May 2012,",https://doi.org/10.1145/2214091.2214130,"Workplace mentoring is beneficial to protégés, most often, in the form of career related and psychosocial support. Mentoring is found to positively impact career progression and satisfaction, is positively correlated with affective commitment, and negatively related to turnover behavior. For academics and practitioners concerned about more effective integration and participation of IS professionals in the IT workforce, mentoring may provide a solution for mitigating the effects of a high-pressure, masculine work environment. While mentoring has been examined to some extent in the general management literature, it has received only passing attention in information systems (IS) research, particularly in a global context. The unique characteristics and demands of the IS profession and increasing trends toward offshoring warrant an IS-specific examination of mentoring behaviors, preferences, and influences. In this study, we propose to conduct a cross-cultural study of mentoring among Indian and American IS professionals. Our study hopes to yield beneficial insights for mentoring practice and research in the IS profession."
"Session details: IT, computers and people-II",Deb Armstrong,May 2012,https://doi.org/10.1145/3259237,
Measuring alignment within relationships among socio-technical system components: a study of Wiki technology use,Andrea J. Hester,"May 2012,",https://doi.org/10.1145/2214091.2214132,"Wiki technology provides capabilities for collaborative knowledge management. Web 2.0 technologies such as wikis eliminate the boundaries of time and space, and support higher levels of social interaction. In order to achieve the highest return from information systems, organizations must match the capabilities of technology with their complex social environments. This research proposes examination of organizational information systems as socio-technical systems that involve interacting relationships among the main components of actors, structure, tasks and technology. Alignment within the relationships will facilitate increased system use; however, gaps in alignment may impede system use and result in poor performance or system failure. The pilot study presented here gives insight into how alignment can be measured by evaluating underlying factors affecting the relationships and subsequent system use."
Organizational uses of the crowd: developing a framework for the study of crowdsourcing,Lee B. Erickson,"May 2012,",https://doi.org/10.1145/2214091.2214133,"""Crowdsourcing"" is commonly defined as the use of large groups of individuals by organizations to perform tasks traditionally performed by employees or designated agents. Currently, organizations are turning to the crowd to complete a wide variety of organization tasks. However, we know little about the types of tasks completed, the different crowds that participate, and the characteristics that manifest themselves in these initiatives. Preliminary findings from a grounded theory study designed to identify patterns and themes found in crowdsourced initiatives have revealed four common uses of the crowd (i.e., productivity, innovation, knowledge capture, and marketing/branding). Additionally, reoccurring themes related to the knowledge the crowd brings to the task, the location of the crowd, as well as organizational challenges and value capture have been identified. Emerging patterns and relationships among the four identified uses and these reoccurring themes are discussed."
Creativity in Dyads: the role of closeness and media multiplexity,Xiqing Sha,"May 2012,",https://doi.org/10.1145/2214091.2214134,"Identifying the features of social ties that facilitate the generation of creative ideas deepens the understanding of relational factors in dyadic communication that trigger creative thinking. Tie strength, which is the key factor that shape creativity, has ambiguous effects on shaping creativity. Specifically, strong ties have both positive and negative effects on creativity when it is examined from a structural perspective and social perspective. It is also unclear that through what kind of mechanisms behind that trigger strong ties have an opposite association with creativity. Therefore this study distinguishes different tie types of tie strength and investigates how they have opposite effects on creativity. Furthermore, this study also examines whether the usage of multiple media in dyadic communication would influence the interaction. Our finding shows that dyads that are strongly connected by multiple ties (i.e., professional ties, personal ties) are less likely to share diverse expertise but more likely to obtain thoughtful responses from each other. Compared to dyads using a single communication media, dyads that use multiple communication media are less likely to share diverse expertise due to communication cost and redundant information exchanged. However the dyads are more likely to respond to each other with thoughtful answers when they use multiple communication media. These findings provide both theoretical contribution to extant literature and practical implications."
Session details: IT workforce diversity,Damien Joseph,May 2012,https://doi.org/10.1145/3259238,
Schema accuracy and career challenges for men in the information technology workplace,Deborah J. Armstrong,"May 2012,",https://doi.org/10.1145/2214091.2214136,"Much of the diversity literature in the IT field has focused on the perspectives of women and racioethnic minorities. We expand this exploration by looking at perceptions of the unique challenges and barriers to advancement facing men in the IT workplace utilizing a cognitive lens and schema accuracy theory. In addition to evoking the unique challenges men perceive they face different from women, we also collected data from women regarding their perceptions of men's unique challenges. We found a minimal level of shared understanding occurring around interactions between the sexes (i.e., cross-gender interaction). These findings advance our understanding of the cognitive overlap (and lack thereof) regarding the perceptions of the unique challenges and barriers facing men in the IT field, and provide an initial step toward developing a shared understanding of the IT work environment."
Analyzing citation impact of IS research by women and men: do women have higher levels of research impact?,Mike J. Gallivan,"May 2012,",https://doi.org/10.1145/2214091.2214137,"Over the past decade, the SIG MIS conference has become a leading venue for research on gender issues in the IT workforce. The question of women's research impact relative to men is important for several reasons. First, if research by women is not cited as often as that of men, it would be necessary to ask why. In that case, the explanation may be due to the fact that women publish their work in venues that are less visible relative to men; because women publish on topics that draw less interest from a broad audience (resulting in fewer subsequent studies that cite their work); or that women's research, as a whole, is of lower quality than that of men. Conversely, if research by women IS scholars is cited more often than research by men, it is again worth asking why: is it because women (as a whole) publish in more visible, higher-quality venues than men, because women publish on topics that interest a broader audience, because their research addresses more timely or controversial topics, or their research is of higher quality, relative to men? We test various hypotheses to show that papers published by women in five leading IS journals are cited more frequently than papers by men, after controlling for the journal and the subject matter of the papers. The effect is small, but significant. We conclude that this is because (a) women publish in MIS Quarterly at a higher rate relative to men -- which happens to be the IS journal that receives the most citations; (b) women are under-represented among authors in three journals that receive fewer citations; and (c) women generally publish few papers on topics that receive the lowest rates of citations."
Exploring gender and job embeddedness in information technology professionals,Sherry D. Ryan,"May 2012,",https://doi.org/10.1145/2214091.2214138,"Despite the current difficulties in the economy, the demand for information technology (IT) workers is expected to grow substantially in the next several years. The need for talented IT workers is exacerbated by the looming retirement of many IT professionals. Thus, it is becoming increasingly important for organizations to find ways to retain their valuable and skilled IT employees. One construct that has been introduced to assess reasons employees choose to stay in their current position is job embeddedness. This paper explores the effect of gender on the three dimensions of job embeddedness: an employee's fit with the organization, the potential sacrifice they would make if they left their job, and links or connections they have to others in their organization. This research-in-progress paper hypothesizes that there are differences between males and females in in each of the embeddedness dimensions."
Session details: History and future of the IT workforce,Conrad Shayo,May 2012,https://doi.org/10.1145/3259239,
Observations regarding the history of the study of computer personnel,Fred Niederman,"May 2012,",https://doi.org/10.1145/2214091.2214140,"The goal of this study is contrast the original concerns regarding computer/information systems personnel from the early days of computing with emergent concerns reflecting the accumulation of evolution of both computing technology and IS management in the subsequent years. Our approach to this is to review the proceedings of the Computer Personnel Research group, by analyzing the very first proceedings (1962), analyzing the first five proceedings (1964 to 1969), and the last five proceedings (2006 to 2011). Our intention is to present a broad picture of trends and we use observations of particular studies to this end."
Embracing intersectionality in gender and IT career choice research,Eileen M. Trauth,"May 2012,",https://doi.org/10.1145/2214091.2214141,"Results of an examination of with-gender variation in gender stereotypes about the skills and knowledge in the IT profession demonstrates the value of applying an intersectionality perspective in the study of under represented groups in the IT field. Focusing on gender or ethnicity, alone, is insufficient to explain the under representation of women and minorities in IT careers. Rather, we believe that stratifying the population in a more nuanced manner, such as by gender within ethnic group, provides deeper insights into the phenomenon of under representation. Hence, this research approaches the topic of gender and the IT profession from the perspective of intersectionality of gender and ethnicity. Within-gender analysis reveals variation in gender stereotyping by gender-ethnic group. White females and minority males (i.e. Black and Hispanic males) exhibited the most masculine stereotyping of IT skills. In contrast, White males and minority females (i.e. Black and Hispanic females) exhibited the fewest. Three themes emerge from this research. First, the skills that will be increasingly important in the future in distinguishing equivalently credentialed IT professionals were not absorbed into the ""masculine"" category. Second, hegemonic masculine traits appear to be deeply entrenched in the next generation of IT professionals. Third, when peering more deeply into the gender stereotyping of skills by respondent demographics, what emerges is a pattern that emphasizes the critical role of intersectionality in gender analyses of the IT profession."
Session details: IT workforce education,Nathan Sikes,May 2011,https://doi.org/10.1145/3256110,
"Do companies look for education, certifications or experience: a quantitative analysis",Gail J. Robin,"May 2011,",https://doi.org/10.1145/1982143.1982145,"University degrees give a foundation education that can have long reaching application for both personal and professional purposes.However, will a degree lead to an information technology job, in today's competitive market place, for top rated IT company? This study will address education and experience (in years)requirements and whether a professional certification is required for job vacancies in ""Information Technology"" as advertised by the top eleven firms among the Computerworlds Best 100 Places to Work in IT 2010. The findings suggest that in those job vacancy postings less than one percent of the openings required a Masters. Though, bachelor's degrees are required for only 70 percent of the jobs while the remaining 11 percent required a bachelors or equivalent; 3 percent Associates and the final 15 percent did not specify any degree requirements."
Using an e-book to teach technology: effects on student performance,Susan E. Yager,"May 2011,",https://doi.org/10.1145/1982143.1982146,"This research in progress examines the effect of e-book use on students enrolled in a computer literacy course at a medium-sized, Midwestern university by comparing performance results of students using an e-book with students utilizing a traditional print textbook. Results from pre- and post-tests plus survey results are presented, as well as educational implications for teaching and student learning and for training users of technology."
A proposed study examining the effects of social networking use on face-to-face communication,Mark A. Serva,"May 2011,",https://doi.org/10.1145/1982143.1982147,"Although social networking tools have become pervasive, few studies have examined their potential downsides. In this proposed study, we examine the effects of Facebook on the friendship-making activities of college students. We hypothesize that increased social networking use will reduce the time that students spend face to face with their friends, as well as reduce the social connectedness with their friends. We also examine whether or not how students use social networking tools has a moderating effect on the hypothesized relationships."
Session details: IT workforce management-I,Karthikeyan Umapathy,May 2011,https://doi.org/10.1145/3256111,
"""In times of stress, be bold and valiant"": a preliminary exploration of the psychosocial and physiological measures of stress and suggestions for future MIS research",Mark A. Serva,"May 2011,",https://doi.org/10.1145/1982143.1982149,"Stress is a fact of life. Previous MIS research has examined stress, but has focused on the psychosocial aspects of stress, which are usually measures using self-reported metrics. This preliminary study examines the possible contrast between psychosocial and physiological stress that is, the body's autonomic reaction to a potential threat. The study also examines the effectiveness of the Trier Social Stress Test (TSST), a protocol designed to induce stress in social situations. Using a sample of thirty-two students, the results indicate that the TSST protocol is an effectiveness mechanism for inducing both psychosocial and physiological stress. The results also indicate that psychosocial and physiological stress are indeed different metrics. The study concludes with recommendations for future MIS researchers to build on these findings."
Telecommuting advantages and challenges for IT management and staff,Nathan Sikes,"May 2011,",https://doi.org/10.1145/1982143.1982150,"Telecommuting for IT (information technology) staff has become a viable working alternative for both the organization and the employee. Since the advent of greater connectivity through hi-tech advancement, effective IT employees can work as efficiently remotely as from the confines of the organization's office buildings. Location in proximity to the office is less of a factor than ever before. More and more organizations, both in the private and public sectors, are taking advantage of telecommuting for a whole range of factors. Many employees see telecommuting as a valuable benefit if offered by the organization; likewise, some organizations use telecommuting as a benefit to retain IT employees. Even though the advantages of telecommuting are numerous, there are a number of challenges that exist for the organization, management, and the telecommuting IT employee. This paper will explore the advantages and challenges of telecommuting for the organization, the project, the telecommuting IT worker, and the telecommuting IT manager."
Session details: Recruitment and retention of IT workforce,Damien Joseph,May 2011,https://doi.org/10.1145/3256112,
"Drivers, challenges and consequences of E-recruiting: a literature review",Stefan Lang,"May 2011,",https://doi.org/10.1145/1982143.1982152,"Using a literature review of 80 journals and proceedings we identified 23 research papers discussing driver, challenges and consequences of e-recruiting. In total 14 drivers, 15 challenges and 9 consequences of implementing and using e-recruiting has been identified. Based on these results the paper introduces a model of drivers, challenges and consequences of e-recruiting and discusses implications for research and practice. The analysis reveals that e-recruiting will reduce costs for recruitment and selection, increase the number of suitable applicants, enable time savings for both organizations and applicants and improve the corporate image. These four consequences also have been identified as major drivers of e-recruiting projects. The identified challenges include the exclusion of potential applicants, the deception of applicants in e-assessment procedures, the security of applicants' data and low qualification of applicants."
Software practitioners dropping-out: a research proposal,Jack Downey,"May 2011,",https://doi.org/10.1145/1982143.1982153,"This paper proposes an exploratory study to determine why some computer science or software engineering graduates abandon their careers in software to pursue radically different paths. While these people may be experiencing a generic mid-life crisis, is it possible that the tremendous technical focus of their work means they are ill-prepared for the senior roles on offer, roles that involve inter-personal as opposed to technical skills?"
IT workforce planning: a modular design science approach,Monica Adya,"May 2011,",https://doi.org/10.1145/1982143.1982154,"Strategic benefits offered by well-executed investments in information technology (IT) have been acknowledged extensively. Among other factors, successful return on IT investments depends upon timely availability of quality of IT personnel. IT workforce planning necessitates active projections of a firm's workforce transformation from both known technology evolutions such as shifting among platforms, and personnel transition scenarios such as retirement, turnover, and other career decisions. Using a design science approach, we propose the development of a modular workforce planning system that captures current workforce inventory, projected personnel transitions, and projected skill evolutions to generate future workforce states. This proposed system has implications for development and design of systems for succession, transition, training, and hiring/exit decisions for an IT workforce environment."
Session details: Methodological issues and research challenges,Monica Adya,May 2011,https://doi.org/10.1145/3256113,
Researching the older IT professional: methodological challenges and opportunities,Michelle L. Kaarst-Brown,"May 2011,",https://doi.org/10.1145/1982143.1982156,"Many developed nations' populations are aging. For workplaces, this has two important implications: organizations face an increasingly older workforce, at the same time that they experience a higher level of retirements. Both of these factors suggest some dramatic implications for those studying the workplace that must be considered. Regrettably, findings show that age-based research on older adults' experiences with technology is severely lacking (Birkland & Kaarst-Brown, 2007). To help address this gap, this paper reviews the sampling, ethical, and methodological implications for those who seek to study IT professionals and IT use in the aging workplace."
A review of difference score research in the is discipline with an application to understanding the expectations and job experiences of it professionals,Hyung Koo Lee,"May 2011,",https://doi.org/10.1145/1982143.1982157,"In recent decades, IS researchers have collected and analyzed difference score data with regard to IS service quality research, system functionality and user interface features, as well as job- and career-related expectations of IT personnel. Despite the prevalence of difference scores in IS research, these methods have been criticized due to various theoretical and statistical anomalies. In this research in progress study, we identify some problems that have been identified in the organizational behavior literature. We review various research streams that employ difference scores, focusing in depth on one popular stream of 'difference score' research: work on person-environment fit or person-job fit in shaping IT employees' job satisfaction, performance and turnover intentions. We analyze a dataset containing difference score data for 120 software developers with regard to their preferences for specific job attributes, along with their self-reports regarding how well their current job matches these preferences. We analyze our data using both conventional difference score methods, as well as using new techniques suggested in the OB and IS literature."
Understanding and applying participant observation in information systems research,Jo Ellen Moore,"May 2011,",https://doi.org/10.1145/1982143.1982158,"We take stock of accepted wisdom regarding the use of participant observation. This research technique is defined and viewed in relation to two spectrums of roles that researchers can take in field studies. Issues associated with covert vs. overt observation are considered and the current prevailing wisdom acknowledged. We outline a fundamental methodology for conducting a participant observation study, and then apply the methodology in presenting a research design for a study in progress. We conclude with identification and discussion of key challenges in participant observation research."
Session details: Perceptions about IT careers,Diane Lending,May 2011,https://doi.org/10.1145/3256114,
Occupational commitment of IT students: a social cognitive career theory perspective,Christine Siew Kuan Koh,"May 2011,",https://doi.org/10.1145/1982143.1982160,"The shortage of IT professionals remains a critical concern today, with fewer IT students entering the workforce compared to IT professionals leaving or retiring. While research has examined factors contributing to the declining of IT enrollments, it is unclear why some IT students choose to go on to an IT career while others eschew IT. To address this gap, this paper examines students' commitment to the IT profession as students' attitudes towards the profession begin to form. We draw on and extend the social cognitive career theory (SCCT) by examining factors that affect IT students' occupational commitment. We tested our model using survey data from a large sample of students majoring in computer science and information systems related fields. Results from structural equations modeling indicated that students with higher interests, self-efficacy, outcome expectations and social support report higher occupational commitment. This study contributes to theory by extending prior research on occupational commitment by providing insights into factors that shape occupational commitment prior to entering the IT workforce."
"The trend is our friend: german IT personnel's perception of job-related factors before, during and after the economic downturn",Sven Laumer,"May 2011,",https://doi.org/10.1145/1982143.1982161,"With the bankruptcy of Lehman Brothers the global economic crisis has reached one of its summits. Before that time CIO's challenged high turnover rates of IT personnel and recruiting, developing and retaining the IT workforce was one of the most important concerns of CIOs [21]. However, the global economic development has changed on the one side the challenges of organizations [22], and on the other side also the perception of job-related factors of IT talent [17]. Based on this development we compare major IT turnover constructs using three empirical surveys in 2008, 2009 and 2010 in order to discuss how the global economic development influences the perceptions of job-related factors and turnover intentions of German IT personnel. The analysis showed that job satisfaction and organizational commitment is decreasing since 2008, perceived job alternatives are increasing compared to 2009 and turnover intention has reached a maximum in 2010 compared to the two other years in question."
Session details: IT workforce management-II,Gail Robin,May 2011,https://doi.org/10.1145/3256115,
Exponential random graph modeling of communication networks to understand organizational crisis,Jafar Hamra,"May 2011,",https://doi.org/10.1145/1982143.1982163,"In recent social network studies, exponential random graph models have been used comprehensively to model global social network structure as a function of their local features. In this study, we describe the exponential random graph models and demonstrate its use in modeling the changing communication network structure at Enron Corporation during the period of its disintegration. We illustrate the modeling on communication networks and provide a new way of classifying networks and their performance based on the occurrence of their local features. Among several micro-level structures of exponential random graph models, we found significant variation in the appearance of A2P (Alternating k-two-paths) network structure in the communication network during crisis period and non-crisis period. This finding could also be used in analyzing communication networks of dynamic project groups and their adaptation process during crisis which could lead to an improved understanding how communications network evolve and adapt during crisis."
Conceptual aspects of IT governance in enterprise environment,Sureerat Saetang,"May 2011,",https://doi.org/10.1145/1982143.1982164,"In today's business environment there are various regulations, concepts and strategies of business development that focus on how technology can support business effectively. From among these concerns, IT governance has drawn attention from corporate broads to senior management. As a result, a number of IT governance frameworks have emerged with each having its own strengths and weaknesses. These frameworks, on one hand provide multidimensional benefits to organizations to develop higher interests like competitiveness, efficiency of It infrastructure, and IT related; and on the other hand these frameworks also align IT infrastructure with strategic business agenda. Since these frameworks owe their existence to different areas of IT application, their success is also quite varied. This research is motivated by the same question, i.e. to examine what makes an IT governance frameworks work. It follows a qualitative interpretive research methodology with a case study approach. This research significantly contributes towards building theoretical base for the key issues and success factors of successful IT governance implementation processes. It also provides guidelines to executive managers about IT governance framework adoption, customization, and implementation."
The IT professional as stakeholder,Norah Power,"May 2011,",https://doi.org/10.1145/1982143.1982167,"The concept of stakeholder is well established in the field of IS, yet the IT person's role as a stakeholder is often ignored because stakeholders on the customer side are, appropriately, regarded as more important than stakeholders on the supplier side. Focusing on various IT stakeholders can give us a fresh perspective on many issues of concern. Tools and techniques for stakeholder analysis, currently trained exclusively on customer-side stakeholders, can possibly lead to useful approaches for analyzing IT roles, including: understanding the skills and abilities needed to succeed in the IT profession, analyzing role profiles, supporting work satisfaction and staff retention, improving individual and team performance, facilitating group-work, particularly (globally) distributed teams. In particular, an analysis of stakeholder relationships can lead to a conceptual framework that will help researchers and educators to understand and communicate the ways IT professionals work with other categories of stakeholders in different development contexts."
Cloud computing for enterprises: one size does not fit all,Janet L. Bailey,"May 2011,",https://doi.org/10.1145/1982143.1982168,
Explaining the influence of user personality on the evaluation of it usage drivers and it usage consequences,Christian Maier,"May 2011,",https://doi.org/10.1145/1982143.1982169,"This proposal pursues the goal to combine personality and IT usage behavior. Therefore, a psychological theory - which is named Five-Factor Theory of Personality - is applied to offer a theoretical framework for the interaction between personality and typical adoption theories or models (as TAM, UTAUT, etc.). The insights should help to gain insights of the impact of personality on IT usage, IT usage drivers and IT usage consequences in different IS research fields. The proposal focuses on IT (non-)usage behavior and IT diffusion, but should also offer valuable insights for IT management research as IT outsourcing decisions or how to handle employees."
Mobile is success in personnel marketing: a consumer-based analysis of quality and perceived value,Susanne J. Niklas,"May 2011,",https://doi.org/10.1145/1982143.1982170,"The ""war for talents"" is getting more relevant than ever and especially the demand for qualified trainees and IT- and engineering specialists is massively increasing [18]. To meet this recruiting challenge a research project on the potentials of new innovative ways of mobile personnel recruitment, ""ReMoMedia"" Recruiting in the Mobile Media"", was initialized at the University of RheinMain, Wiesbaden, Germany. The three-year project is funded by the German Federal Ministry of Education and Research, and investigates the practicability and feasibility of applying mobile media as an additional channel for personnel recruiting in the HR marketing mix. Accompanying the practical implementation possibilities this dissertation project aims at providing a scientific approach to the topic. To offer some guide for the organizational challenge of attracting and recruiting qualified employees the study in hand will apply theory on information system (IS) success adapted to the mobile requirements and the recruiting context. Working up on the success factors of mobile IS as an additional channel for personnel recruiting the analysis of the appropriate target group as well as the target group's expectations towards these applications will be subject of the study."
"Panel: academic trends, challenges, and opportunities for it programs in today's evolving environment",Indira R. Guzman,"May 2011,",https://doi.org/10.1145/1982143.1982172,
Session details: IT workforce development,Mark Serva,May 2011,https://doi.org/10.1145/3256116,
"Role of professional associations in preparing, recruiting, and retaining computing professionals",Karthikeyan Umapathy,"May 2011,",https://doi.org/10.1145/1982143.1982174,"The purpose of this preliminary study is to investigate an under-explored topic, specifically, the role of professional associations in preparing, recruiting, and retaining computing professionals. Drawing on relevant literature, we identified a comprehensive list of services that should be provided by professional associations in order to prepare, recruit, and retain professionals. Then we assessed several computing professional associations to determine whether they offer those identified services. Our findings show that ACM has better coverage of services, followed by IEEE-CS, AITP, and AIS. This study indicates that computing professional associations have considerable influences on higher educational institutes by establishing curriculum guidelines to prepare professionals, on organizations by organizing career fairs and placement websites to recruit professionals, and on retention by providing professional development opportunities. We propose that more research is needed to gain an in-depth understanding of the role of computing professional associations and to identify unique ways they can influence preparation, recruitment, and retention of computing professionals."
Designing an E-mentoring application for facebook,Hsun-Ming Lee,"May 2011,",https://doi.org/10.1145/1982143.1982175,"Facebook is the most popular social networking site, with more than 500 million active members. It has brought new opportunities for the learning and career development of students that live with technology and networked communications. This study explores the design of an e-mentoring Facebook application intended to bring together students, faculty, and Information Technology (IT) professionals as mentors and mentees."
Session details: Global information systems development,Mike Gallivan,May 2011,https://doi.org/10.1145/3256117,
The impact of media selection on stakeholder communication in agile global software development: a preliminary industrial case study,Biyagamage Agra Junius Fernando,"May 2011,",https://doi.org/10.1145/1982143.1982177,"This paper investigates the selection of appropriate communication media in agile global software development. Frequent communication between project stakeholders is core to agile software development. Furthermore the choice of media is fundamental to effective communication. In a global software development environment the challenges that distance creates must be addressed in the choice of media. The wrong media for the wrong task can cause many problems. We apply Media Synchronicity Theory to the selection of communication media in a global software company which uses Scrum. Our results show that the theory is helpful in highlighting the important factors in choosing an appropriate media for 'conveying' and 'converging' communications. However the theory does not cover all important factors. We confirm previous findings that media availability, media familiarity and infrastructure capabilities also need to be taken into consideration."
Co-adaptive processes of stakeholder networks and their effects on information systems specifications,Richard W. Woolridge,"May 2011,",https://doi.org/10.1145/1982143.1982178,"Information System's (IS) requirements inadequacy and volatility are major IS project risks leading to failed, over budget, or over schedule projects. Within requirements determination, an area of focus for the inadequacy and volatility issue is the application domain (i.e., business domain). One step towards better requirements determination methods, techniques, and tools for the application domain would be a theoretically-grounded model for specification emergence and evolution. This paper presents a model of specification emergence and evolution that is confirmed using a case study."
Boundary spanners and client vendor relationships in IT outsourcing: a social capital perspective,Madhuchhanda Das Aundhe,"May 2011,",https://doi.org/10.1145/1982143.1982179,"Information technology (IT) outsourcing is one of the key contexts in management in which inter-organizational relationships are studied. Since in an IT outsourcing situation, the client and vendor organizations come together with the stated purpose of creating something new within the dynamics of a business relationship, a social capital perspective of the client-vendor relationship is quite appropriate for the study of the inter-organizational relationship in IT outsourcing. The social capital perspective provides for an examination of the structural, cognitive, and relational aspects of the client-vendor relationship and its effect on the knowledge exchange and outcomes of IT outsourcing. Between the client and vendor organizations, boundary spanners function as exchange agents and are responsible for information exchange and knowledge creation. This study attempts to understand the role of these boundary spanners in creating social capital in client-vendor relationships in IT outsourcing. In this study, the behavioral exchange of the boundary spanner in an organization with their counterparts in the other organization is analyzed from a social capital perspective. Using a case study approach, the roles, the relationship, and the outcomes of IT outsourcing arrangements in ten organizations are being examined to identify the structural, cognitive, and relational aspects of their exchange with their counterparts."
Session details: Diversity and cultural issues of IT workforce,Eileen Trauth,May 2011,https://doi.org/10.1145/3256118,
Stay or quit: IT personnel turnover in botswana,Faith-Michael E. Uzoka,"May 2011,",https://doi.org/10.1145/1982143.1982183,"Information Technology (IT) has become a major driver of business functions of organizations. Recruiting and retaining competent IT personnel has become a key managerial function. A number of studies (especially in the developed world) have focused on IT personnel issues such as career orientations, recruitment, and turnover. This study contributes to the literature on IT personnel turnover intentions from a developing country perspective. The results of the study indicate that majority of the IT personnel either intend to leave their jobs for another or uncertain about whether or not to leave their jobs. Job satisfaction and growth opportunities are key influences on turnover intention. Career satisfaction, supervisor support, organization commitment, length of service, and age did not contribute significantly to turnover intention."
Challenges and barriers facing women in the IS workforce: how far have we come?,Deborah J. Armstrong,"May 2011,",https://doi.org/10.1145/1982143.1982184,"In 2006, Riemenschneider et al. asked women working in the IS department at a Fortune 500 company what workplace barriers they faced that had influenced their voluntary turnover decisions that men did not. The current investigation offers a replication and extension of the Riemenschneider et al. (2006) study. Specifically, this research begins to examine what changes have (or have not) taken place in the IS workplace regarding the challenges and barriers facing women in the IS field. Preliminary findings indicate that while Barriers: Promotion, Managing Family Responsibilities, Work Schedule Flexibility, Work Stress and Turnover were the key concepts identified by Riemenschneider et al. (2006), Work Stress is one of the few key issues that remains salient. What seems to be more salient for the current participants are issues related to the work environment, such as politics and bureaucracy (e.g., Barriers: Politics)."
Session details: IT careers: choices and persistence,Deborah J. Armstrong,May 2010,https://doi.org/10.1145/3252615,
Careers in software: is there life after programming?,Jack Downey,"May 2010,",https://doi.org/10.1145/1796900.1796912,"Students interested in information systems and information technology careers can see a clear career path - from programmer to chief information officer (CIO). However, those interested in computer science or software engineering are attracted to the technology and seem not to consider what happens at later stages of their careers. This paper draws on a three-year study where senior software practitioners across a variety of roles were interviewed about their work. The findings show profound difficulties in making the transition from hands-on technical work to a role where they achieve through guiding the efforts of others."
Meeting the demand for IT employees: can career choice be managed?,Brian D. Janz,"May 2010,",https://doi.org/10.1145/1796900.1796913,"Statistics from the U.S. Bureau of Labor Statistics suggest that the demand for IT workers will continue to increase for the foreseeable future. Unfortunately, the supply of IT graduates, as measured through a sample of universities in the southeastern U.S suggest that the number of IT majors appears to have leveled off at level that will not meet the demand. This paper presents one organization's efforts at designing an innovative student internship program that will hopefully both entice students to major in IT, but also serve as the conduit to place these IT majors into IT positions. Social Cognitive Career Theory, a variant of Bandura's Social Cognitive Theory, is enlisted to help explain how such a program can serve both as a recruiting tool as well as a retention tool."
How IT project managers cope with stress,Derek Smith,"May 2010,",https://doi.org/10.1145/1796900.1796915,"This research examines the level of stress experienced by IT project managers and determines the types of coping strategies used to handle their stress. Sixty-four South African IT project managers completed an online questionnaire. The findings indicate that IT project managers are highly stressed and tend to utilize maladaptive coping strategies more as their stress levels increase. These strategies included self-distraction, venting, self-blame, positive reframing, behavioral disengagement, substance use and denial. This contradicts prior research where the coping strategy was emotional support. In addition, the more experienced the IT project managers were, the higher their levels of stress. These findings could assist project managers to better understand the effects of stress on their productivity and to consider more appropriate coping strategies to assist them to reduce their stress."
